Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/scratch/cpanse/PXD028735/dia/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML
Q16795	Q16795;A0A3B3ISG8;F5GY40	NDUA9_HUMAN	NDUFA9		2.70791e+06	3.11314e+06	2.86009e+06	2.64141e+06	3.00598e+06	3.14416e+06
Q16822	Q16822;H0YM31	PCKGM_HUMAN	PCK2		6.08239e+06	5.6657e+06	5.90116e+06	5.93162e+06	5.9355e+06	5.7715e+06
Q16836	Q16836;A0A0A0MSE2;A0A0D9SFP2;A0A1W2PNM1;E9PF18;A0A1W2PQ78;A0A804HLB5	HCDH_HUMAN	HADH		6.79296e+06	7.11805e+06	6.35076e+06	6.29236e+06	6.57805e+06	6.71801e+06
Q16842	Q16842	SIA4B_HUMAN	ST3GAL2			911092	899720		942351	839077
Q16850	Q16850;A0A8I5KRT9;A0A8I5KWQ7	CP51A_HUMAN	CYP51A1		797579	317039	721122	136617	670164	270784
Q16851	Q16851;A0A087WYS1;A0A7I2V4T0;A0A7I2V676;A0A7I2YQ74;C9JNZ1;C9JQU9;C9JVG3;E7EUC7	UGPA_HUMAN	UGP2		1.09985e+07	1.04737e+07	1.01054e+07	1.08e+07	1.0238e+07	1.06066e+07
Q16864	Q16864	VATF_HUMAN	ATP6V1F		5.66907e+06	5.40538e+06	6.29401e+06	5.73667e+06	6.34743e+06	4.92431e+06
Q16875	Q16875;A0A1W2PR17;F2Z2I2;Q5VX20;Q5W015	F263_HUMAN	PFKFB3			491770	201240		424293	342745
Q16877	Q16877;C9K0D8;Q66S35;C9JJ23;C9JX77	F264_HUMAN	PFKFB4		2.5475e+06	2.45604e+06	2.41614e+06	2.23867e+06	2.76745e+06	2.23799e+06
Q16881	Q16881;A0A182DWI3;E9PIR7;E9PKD3	TRXR1_HUMAN	TXNRD1		2.22909e+07	2.31423e+07	2.44223e+07	2.26323e+07	2.34148e+07	2.37357e+07
Q16890	Q16890;E9PNK6;E9PPQ1;J3KNE7	TPD53_HUMAN	TPD52L1		5.25294e+06	5.2006e+06	5.43686e+06	5.5688e+06	5.35867e+06	5.2362e+06
Q16891	Q16891;B9A067;D6RAW4	MIC60_HUMAN	IMMT		1.29637e+07	1.32748e+07	1.37994e+07	1.07301e+07	1.30867e+07	1.35328e+07
Q17R31	Q17R31;E9PP81;E9PRA1;H0YCC7	TATD3_HUMAN	TATDN3		1.41205e+06	579708	954485	394990	1.08215e+06	745838
Q17R98	Q17R98;A0A494C0H4;A0A590UJE4;A0A5F9ZGW8;G5E9Z1;H0Y9K9;H0Y9M2	ZN827_HUMAN	ZNF827							
Q17RB0	Q17RB0	RTL8B_HUMAN	RTL8B							
Q1ED39	Q1ED39;H3BMC9	KNOP1_HUMAN	KNOP1		1.66006e+06	1.45437e+06	1.38831e+06	1.1532e+06	1.45206e+06	1.44971e+06
Q1KMD3	Q1KMD3;H3BQZ7	HNRL2_HUMAN	HNRNPUL2		1.19757e+07	1.16746e+07	1.40255e+07	8.98591e+06	1.16795e+07	1.21611e+07
Q1MSJ5	Q1MSJ5;A0A6Q8PF61;A0A6Q8PF96;A0A6Q8PGS3;A0A6Q8PHN8;A0A7I2PHE7;A0A7I2V372;A0A7I2V3F0;A0A7I2V3M9;A0A7I2V3V5;A0A7I2V3Z9;A0A7I2V4L2;A0A7I2V4R5;A0A7I2V5G7;A0A7I2V5L8;A0A7I2V5N5;A0A7I2V5W3;A0A7I2YQH9;A0A7I2V5J9;A0A7I2V5P5;A0A7I2V5U6	CSPP1_HUMAN	CSPP1			509049	237285	313462	416662	
Q27J81	Q27J81;A0A087X118;A0A0A0MQU1;A0A6Q8PF29;A0A6Q8PF44;A0A6Q8PFW4;A0A6Q8PGC7;A0A6Q8PGN3;A0A6Q8PH25;A0A6Q8PH63;A0A6Q8PH71;A0A6Q8PHA2;A0A6Q8PHG2;A0A6Q8PHS8	INF2_HUMAN	INF2			369264	438452	303521	538067	435930
Q29RF7	Q29RF7	PDS5A_HUMAN	PDS5A		2.16503e+06	2.41942e+06	2.42571e+06	2.06115e+06	2.47983e+06	2.50046e+06
Q29RF7;Q9NTI5	Q29RF7;Q9NTI5	PDS5A_HUMAN;PDS5B_HUMAN	PDS5A;PDS5B		942496	931209	1.12073e+06	712014	1.00579e+06	911816
Q2KHR3	Q2KHR3;A0A3B3IRW6	QSER1_HUMAN	QSER1		301532	313839	282113	335191	433006	298861
Q2M2I8	Q2M2I8;A0A096LP25;E9PG46	AAK1_HUMAN	AAK1		426294	564867	364648	362424	447100	383560
Q2M2I8;Q9NSY1	Q2M2I8;Q9NSY1;A0A096LP25;E9PG46;K4DI97	AAK1_HUMAN;BMP2K_HUMAN	AAK1;BMP2K		994457	912818	903149		905096	1.03846e+06
Q2M389	Q2M389;A0A087X256	WASC4_HUMAN	WASHC4		793110	607859	679341	630746	701306	729270
Q2M3D2	Q2M3D2;A0A1C7CYX0	EX3L2_HUMAN	EXOC3L2		342656	386310	254727		403634	259460
Q2M3G0	Q2M3G0	ABCB5_HUMAN	ABCB5							
Q2M3G4	Q2M3G4;A6NN40;C9JXU1	SHRM1_HUMAN	SHROOM1		377776	411049	421716	244911	428342	447532
Q2NKX8	Q2NKX8;B5MDQ0	ERC6L_HUMAN	ERCC6L		1.64336e+06	1.9232e+06	1.95394e+06	1.64115e+06	2.09261e+06	2.03401e+06
Q2NL82	Q2NL82	TSR1_HUMAN	TSR1		5.75522e+06	6.67871e+06	6.85503e+06	5.26324e+06	6.74274e+06	6.76411e+06
Q2Q1W2	Q2Q1W2	LIN41_HUMAN	TRIM71						463535	
Q2TAA8	Q2TAA8;B4DXD0;E7ENJ7	TXIP1_HUMAN	TSNAXIP1		4.23173e+06	4.12612e+06	3.83684e+06	4.26903e+06	3.95852e+06	4.24818e+06
Q2TAL8	Q2TAL8;A0A994J749;A0A994J424;A0A994J492;A0A994J4P1;A0A994J6Q4;A0A994J751	QRIC1_HUMAN	QRICH1		900190	1.13672e+06	1.02331e+06	1.02963e+06	947551	1.16504e+06
Q2TAY7	Q2TAY7	SMU1_HUMAN	SMU1		5.25828e+06	5.23951e+06	5.51898e+06	5.23636e+06	5.13261e+06	5.10331e+06
Q2TAZ0	Q2TAZ0;H7C3T2	ATG2A_HUMAN	ATG2A			196719				
Q2TB10	Q2TB10	ZN800_HUMAN	ZNF800		528169	548216	544865	414085	288176	616252
Q2TBE0	Q2TBE0;H0YE03;H7C3G7	C19L2_HUMAN	CWF19L2		201235	245295	242999		231412	263962
Q2V2M9	Q2V2M9;K7ER94	FHOD3_HUMAN	FHOD3							
Q2V2P2	Q2V2P2	YK065_YEAST	YKL065W-A							
Q2V2P4	Q2V2P4	YI156_YEAST	YIL156W-B				705210			
Q2V2P7	Q2V2P7	YD461_YEAST	YDR461C-A			83256.7	260803		173203	175694
Q2VIQ3	Q2VIQ3	KIF4B_HUMAN	KIF4B						407242	
Q2VPB7	Q2VPB7	AP5B1_HUMAN	AP5B1			343972				
Q2VPK5	Q2VPK5;H3BSW6	CTU2_HUMAN	CTU2		5.48663e+06	5.27084e+06	5.6128e+06	5.22153e+06	5.21137e+06	5.35008e+06
Q2WGJ8	Q2WGJ8;A0A8Q3SIE1;A0A8Q3SII3	TM249_HUMAN	TMEM249		523118	469383			318324	394688
Q32MZ4	Q32MZ4;A0A8V8TLX7	LRRF1_HUMAN	LRRFIP1		1.53811e+06	1.60945e+06	1.80231e+06	1.1576e+06	1.72797e+06	1.64785e+06
Q32MZ4;Q9Y608	Q32MZ4;Q9Y608;A0A8V8TLX7;C9JSU1	LRRF1_HUMAN;LRRF2_HUMAN	LRRFIP1;LRRFIP2		850983		1.41796e+06		1.07689e+06	810495
Q32NB8	Q32NB8	PGPS1_HUMAN	PGS1				434819			290952
Q32P28	Q32P28	P3H1_HUMAN	P3H1		1.48324e+06	1.35909e+06	1.54943e+06	1.20129e+06	1.52911e+06	1.53066e+06
Q32P41	Q32P41	TRM5_HUMAN	TRMT5		3.5805e+06	4.14396e+06	3.7685e+06	3.32095e+06	3.60054e+06	3.41517e+06
Q32P44	Q32P44;B7WPE2;G3V195;H7C355	EMAL3_HUMAN	EML3		1.27961e+06	1.22176e+06	1.18802e+06	1.25429e+06	1.58135e+06	1.23437e+06
Q38SD2	Q38SD2;H0YEW1	LRRK1_HUMAN	LRRK1			6.91769e+06	6.37622e+06			
Q3B726	Q3B726	RPA43_HUMAN	POLR1F		2.39188e+06	2.65462e+06	2.22998e+06	2.3871e+06	2.44641e+06	2.64484e+06
Q3B7T1	Q3B7T1	EDRF1_HUMAN	EDRF1		188431	241732	311344		256000	210743
Q3BDU5;Q5TCI8	Q3BDU5;Q5TCI8	Q3BDU5_HUMAN;Q5TCI8_HUMAN	LMNA			366176	555982		700904	280681
Q3E6R5	Q3E6R5	YD381_YEAST	YDR381C-A		878744		784386			1.09021e+06
Q3E705	Q3E705	EFG1P_YEAST	EFG1		703070		795704		325331	676964
Q3E747	Q3E747	YL363_YEAST	YLR363W-A							143095
Q3E752	Q3E752	SPO24_YEAST	SPO24							347200
Q3E754	Q3E754	RS21B_YEAST	RPS21B		3.11696e+06	1.33052e+06	2.68693e+06	1.55663e+06	1.32646e+06	3.22339e+06
Q3E756	Q3E756	YB029_YEAST	YBL029C-A			769232	618755			1.03405e+06
Q3E764	Q3E764	TMA7_YEAST	TMA7		7.74641e+06	4.08176e+06	9.10125e+06	3.63463e+06	5.40425e+06	8.07805e+06
Q3E772	Q3E772	LSO2_YEAST	LSO2		3.63743e+06	2.02543e+06	4.66096e+06	1.87674e+06	1.83829e+06	3.69971e+06
Q3E776	Q3E776	YB255_YEAST	YBR255C-A		458314		591177		133222	563256
Q3E790	Q3E790	TSC3_YEAST	TSC3							
Q3E795	Q3E795	YL361_YEAST	YLR361C-A		3.29156e+06	1.78416e+06	4.14509e+06	1.72937e+06	1.81952e+06	3.83005e+06
Q3E7A3	Q3E7A3	YJ133_YEAST	YJL133C-A				526600			562980
Q3E7A4	Q3E7A4	COXM2_YEAST	CMC2							284410
Q3E7A7	Q3E7A7	YK018_YEAST	YKL018C-A							
Q3E7B7	Q3E7B7	YD85C_YEAST	YDL085C-A				1.59303e+06			
Q3E7Z5	Q3E7Z5	YI002_YEAST	YIL002W-A		995627	628545	1.26143e+06	602768	702766	1.47586e+06
Q3E824	Q3E824	YO020_YEAST	YOR020W-A		219344		554437			547532
Q3E829	Q3E829	CENPX_YEAST	MHF2				163891			
Q3E830	Q3E830	EGO2_YEAST	EGO2		2.2291e+06		1.88457e+06			1.55875e+06
Q3E833	Q3E833	PCC1_YEAST	PCC1		1.9479e+06		1.76996e+06	1.00876e+06	828654	2.33261e+06
Q3E834	Q3E834	YOS1_YEAST	YOS1		1.95698e+06	1.1634e+06	2.63028e+06	472249	1.36175e+06	2.72734e+06
Q3E835	Q3E835	CENPS_YEAST	MHF1		415588		589457			527130
Q3E841	Q3E841	YN034_YEAST	YNR034W-A		6.44162e+07	3.19271e+07	6.4192e+07	3.27697e+07	3.28279e+07	6.39863e+07
Q3KQU3	Q3KQU3;C9JIR3;D3DPS3	MA7D1_HUMAN	MAP7D1		1.49902e+06	1.84343e+06	1.74713e+06	1.48294e+06	1.64441e+06	1.57602e+06
Q3KQV9	Q3KQV9	UAP1L_HUMAN	UAP1L1		229786	232488	253405		359398	
Q3KRA6	Q3KRA6	CB076_HUMAN	C2orf76			342099			284646	
Q3KRA9	Q3KRA9;E9PI76;H0YD66;H0YDL7;H0YEC4;H0YEM5;S4R3C7	ALKB6_HUMAN	ALKBH6		714355	460783	466158		691084	437642
Q3LXA3	Q3LXA3;H0YCY6;I3L252	TKFC_HUMAN	TKFC		1.4016e+06	1.43914e+06	1.36007e+06	1.32394e+06	1.37131e+06	1.42822e+06
Q3MHD2	Q3MHD2;K7ELG9	LSM12_HUMAN	LSM12		1.402e+07	1.30739e+07	1.42148e+07	1.31998e+07	1.4415e+07	1.35872e+07
Q3SXM5	Q3SXM5;H3BQI7;H3BT52	HSDL1_HUMAN	HSDL1		2.01762e+06	1.86917e+06	1.87744e+06	2.02357e+06	1.88202e+06	2.02022e+06
Q3SY17	Q3SY17;I3L0B8	S2552_HUMAN	SLC25A52			128696	136573		146120	
Q3SY69	Q3SY69;A0A494C1M4	AL1L2_HUMAN	ALDH1L2							
Q3T8J9	Q3T8J9;A0A087WUE6	GON4L_HUMAN	GON4L			316394			303858	404251
Q3T8J9;Q9H869	Q9H869;Q3T8J9;A0A087WUE6	GON4L_HUMAN;YYAP1_HUMAN	GON4L;YY1AP1		486161	399817	342729		486145	343669
Q3V6T2	Q3V6T2;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8Y6B2;A0A2R8Y7B1;A0A2R8Y7D9;A0A2R8YG52;A0A2R8YG73;A0A2R8YGU1;A0A2U3TZV9	GRDN_HUMAN	CCDC88A		530894	706589	697905	451648	702342	631589
Q3YEC7	Q3YEC7;F2Z2T0;G3V154;H0Y7H6	RABL6_HUMAN	RABL6		3.74189e+06	3.55801e+06	3.61366e+06	3.39487e+06	3.44087e+06	3.45768e+06
Q3ZAQ7	Q3ZAQ7	VMA21_HUMAN	VMA21			1.54226e+06	415666		380751	2.17324e+06
Q3ZCQ8	Q3ZCQ8;M0R003;M0R2F8;M0R0C3	TIM50_HUMAN	TIMM50		6.78727e+06	7.46057e+06	6.75223e+06	6.78545e+06	7.29257e+06	6.91018e+06
Q46829	Q46829	BGLA_ECOLI	bglA			452535			691849	
Q46845	Q46845	YGHU_ECOLI	yghU		2.95692e+06	1.66081e+06	2.63748e+06	1.10665e+06	1.73269e+06	277560
Q46851	Q46851	GPR_ECOLI	gpr		1.00779e+06	5.3094e+06	1.52458e+06	5.35352e+06	5.71435e+06	1.38454e+06
Q46856	Q46856	YQHD_ECOLI	yqhD							
Q46857	Q46857	DKGA_ECOLI	dkgA		253946	1.83685e+06	201149	2.49943e+06	1.49285e+06	353133
Q46868	Q46868	UBIK_ECOLI	ubiK							
Q46871	Q46871	YQJH_ECOLI	yqjH			204375		243520	397796	
Q46893	Q46893	ISPD_ECOLI	ispD							
Q46915	Q46915	GUDX_ECOLI	gudX							
Q46919	Q46919	YQCC_ECOLI	yqcC							
Q46920	Q46920	QUEF_ECOLI	queF						220269	
Q46938	Q46938	KDUI_ECOLI	kduI		8.67264e+06	3.20543e+07	8.61751e+06	3.49804e+07	3.28739e+07	7.96726e+06
Q46948	Q46948	YAJL_ECOLI	yajL							
Q47147	Q47147	YAFJ_ECOLI	yafJ							
Q47622	Q47622	SAPA_ECOLI	sapA							
Q47679	Q47679	YAFV_ECOLI	yafV							
Q47710	Q47710	YQJK_ECOLI	yqjK							
Q499Z4	Q499Z4	ZN672_HUMAN	ZNF672		946856	153822			103848	115781
Q49A26	Q49A26;K7EMM8;K7ELL0;K7EQB2	GLYR1_HUMAN	GLYR1		3.8541e+06	3.71703e+06	4.11184e+06	3.74989e+06	3.55498e+06	3.97263e+06
Q49A88	Q49A88;A0A0A0MR27;H7C5T3;J3QT39	CCD14_HUMAN	CCDC14							
Q49AN0	Q49AN0;A0A0D2X7Z3	CRY2_HUMAN	CRY2							
Q49AR2	Q49AR2	CE022_HUMAN	C5orf22		2.02066e+06	2.6879e+06	2.23879e+06	1.73633e+06	2.77408e+06	2.69948e+06
Q49B96	Q49B96	COX19_HUMAN	COX19		1.25099e+06	1.80852e+06	1.32753e+06	926910	1.35185e+06	1.69667e+06
Q4G0F5	Q4G0F5;H0YCI7	VP26B_HUMAN	VPS26B		743856	1.00148e+06	1.09492e+06	777399	981400	1.00687e+06
Q4G0I0	Q4G0I0	UQCC4_HUMAN	UQCC4		636245	591110	734168	349097	678573	572293
Q4G0J3	Q4G0J3;A0A8I5KSZ3;A0A8Q3SHF1;A0A8Q3SHG9;A0A8Q3SHH4;A0A8Q3SHN7;A0A8Q3WK75;H0YA82;A0A8I5KUI4;D6R9Z6	LARP7_HUMAN	LARP7		2.11801e+06	2.10616e+06	2.21925e+06	1.85876e+06	2.18057e+06	2.08408e+06
Q4G0N4	Q4G0N4	NAKD2_HUMAN	NADK2			837646	579027	584053	572618	1.01029e+06
Q4G176	Q4G176;A0A3B3ISK9;F5H362;F5H5A1;F5H755	ACSF3_HUMAN	ACSF3			936561		337071		1.18426e+06
Q4J6C6	Q4J6C6	PPCEL_HUMAN	PREPL		751972	811852	760726		576833	794601
Q4KMP7	Q4KMP7;H3BSE1	TB10B_HUMAN	TBC1D10B		779323	755172	987027	366073	1.19299e+06	850179
Q4KMQ1	Q4KMQ1;H3BLU1	TPRN_HUMAN	TPRN			116309	120160		121979	
Q4LE39	Q4LE39;H0Y7Y8;H7C5R6	ARI4B_HUMAN	ARID4B		678724	804560	885581		907507	934065
Q4V328	Q4V328;A0A087WT45;A0A087WW92;A0A087WXA6;A0A994J3X9;A0A994J436;A0A994J447;A0A994J463;A0A994J467;A0A994J472;A0A994J484;A0A994J488;A0A994J489;A0A994J4A2;A0A994J4B5;A0A994J4D1;A0A994J4E1;A0A994J4F7;A0A994J4H0;A0A994J4H5;A0A994J4J8;A0A994J4M4;A0A994J4N3;A0A994J4U4;A0A994J4V2;A0A994J4V9;A0A994J6M6;A0A994J6Q0;A0A994J6S6;A0A994J6V9;A0A994J6X0;A0A994J724;A0A994J772;A0A994J7A3	GRAP1_HUMAN	GRIPAP1		675113	917647	1.03025e+06	914916	893442	848548
Q4VC05;Q8WUZ0	Q9BQE9;Q4VC05;Q8WUZ0;F2Z3H6;F8WDZ4;F8WE18;I3L1Q2;I3L4D5	BCL7A_HUMAN;BCL7C_HUMAN	BCL7A;BCL7C		4.27118e+06		4.5148e+06	2.1684e+06	3.90527e+06	4.46467e+06
Q4VC31	Q4VC31;C9JBU9;C9JQ41;H7C525	MIX23_HUMAN	MIX23		5.00182e+06	5.76911e+06	6.00532e+06	5.40029e+06	5.43872e+06	5.82187e+06
Q4VC44	Q4VC44;I3L188	FWCH1_HUMAN	FLYWCH1		2.98368e+06	3.67382e+06	2.77637e+06	3.28482e+06	2.84219e+06	3.75373e+06
Q504Q3	Q504Q3	PAN2_HUMAN	PAN2			263517		83698.2		195522
Q52LA3	Q52LA3;B3KN83	LIN52_HUMAN	LIN52		118928		195741		592703	
Q52LJ0	Q52LJ0	FA98B_HUMAN	FAM98B		3.8446e+06	4.66018e+06	5.69655e+06	3.29858e+06	5.13128e+06	4.94375e+06
Q52LJ0;Q8NCA5	Q52LJ0;Q8NCA5;A0A8I5KR56;A0A8I5KZA5;A0A8I5QKV5;B4DT23;E9PH82	FA98A_HUMAN;FA98B_HUMAN	FAM98A;FAM98B							552922
Q52LR7	Q52LR7	EPC2_HUMAN	EPC2							
Q52LW3	Q52LW3;F8VWZ8	RHG29_HUMAN	ARHGAP29							
Q53EL6	Q53EL6;Q5VZS7	PDCD4_HUMAN	PDCD4		1.65591e+06	1.79734e+06	1.70249e+06	1.45046e+06	1.68509e+06	1.73489e+06
Q53ET0	Q53ET0;Q5T4K5;H0YDQ8	CRTC2_HUMAN	CRTC2			666244			749303	594127
Q53F19	Q53F19	NCBP3_HUMAN	NCBP3		1.66693e+06	1.62975e+06	1.79151e+06	1.40031e+06	1.83622e+06	1.60365e+06
Q53FA7	Q53FA7	QORX_HUMAN	TP53I3		216096		273029			
Q53FT3	Q53FT3	HIKES_HUMAN	HIKESHI		1.46162e+06	1.53112e+06	1.65789e+06	1.62919e+06	1.63283e+06	1.40091e+06
Q53FZ2	Q53FZ2;H3BSM0;H3BVD5	ACSM3_HUMAN	ACSM3		2.59993e+06	2.60615e+06	2.37035e+06	2.4728e+06	2.40074e+06	2.51224e+06
Q53G59	Q53G59;J3QSX3	KLH12_HUMAN	KLHL12						334683	
Q53GQ0	Q53GQ0;A0A1B0GVY6	DHB12_HUMAN	HSD17B12		76378.2	334708			138077	224782
Q53GS7	Q53GS7;A0A804HJ70;A0A804HJB3;A0A804HJY9;A0A804HK09;A0A804HI94;A0A804HIJ1	GLE1_HUMAN	GLE1		1.38757e+06	1.87554e+06	1.64653e+06	1.43267e+06	1.69882e+06	1.73195e+06
Q53GS9	Q53GS9;B9A018;A0A087X1B2	SNUT2_HUMAN	USP39		5.68388e+06	6.33091e+06	5.91643e+06	5.38177e+06	6.12022e+06	6.3185e+06
Q53GT1	Q53GT1;C9J191	KLH22_HUMAN	KLHL22			191184	144981		86760.5	
Q53H12	A0A3B3ISY9;A0A3B3ISZ0;A0A3B3ITD0;E9PC15;Q53H12;E9PG39;A0A0G2JLD0;A0A0G2JLG5	AGK_HUMAN	AGK		5.11476e+06	5.27937e+06	5.36109e+06	5.26897e+06	5.25989e+06	5.30119e+06
Q53H47	Q53H47	SETMR_HUMAN	SETMAR		777858	689765	926278	413316	997631	787340
Q53H54	Q53H54	TYW2_HUMAN	TRMT12							
Q53H82	Q53H82	LACB2_HUMAN	LACTB2		2.96329e+06	3.10681e+06	2.95853e+06	2.38859e+06	3.1971e+06	3.09705e+06
Q53H96	Q53H96;A0A0A0MQS1	P5CR3_HUMAN	PYCR3		1.44216e+06	1.26156e+06	1.57109e+06	922310	1.49626e+06	1.53359e+06
Q53HC9	Q53HC9;A8MUM1;C9JVR6	EIPR1_HUMAN	EIPR1		3.10721e+06	2.85096e+06	3.36446e+06	3.28326e+06	3.06336e+06	3.05291e+06
Q53HL2	Q53HL2	BOREA_HUMAN	CDCA8		2.65679e+06	3.11984e+06	2.85936e+06	2.68284e+06	2.92368e+06	2.79382e+06
Q53R41	Q53R41;C9JMM4;C9JTP4;E7EW60	FAKD1_HUMAN	FASTKD1		1.02844e+06	1.17054e+06	959067	1.00608e+06	896061	1.08725e+06
Q53S08	Q9H0N0;Q53S08	RAB6D_HUMAN	RAB6D		339915	386277	411513	347294	393053	281967
Q53S58	Q53S58	TM177_HUMAN	TMEM177			496808	425066		424769	460773
Q53T59	Q53T59;B5MC96;F6TR53	H1BP3_HUMAN	HS1BP3			490276	563031	363836	393983	
Q567U6	Q567U6;F8W9X7	CCD93_HUMAN	CCDC93		582001	669915	715766	423975	483858	638481
Q569K6	Q569K6	CC157_HUMAN	CCDC157							
Q56A73	Q56A73	SPIN4_HUMAN	SPIN4		347298		305734		336158	388405
Q56NI9	Q56NI9;E5RFE4	ESCO2_HUMAN	ESCO2		311830	679150	793347	510609	704136	480120
Q56P03	Q56P03;G3V2W9	EAPP_HUMAN	EAPP		300659	246140	351123		355564	289981
Q57261	Q57261	TRUD_ECOLI	truD							
Q587I9	Q587I9	SFT2C_HUMAN	SFT2D3		501508	846736	589366	470609	626660	469884
Q58A45	Q58A45;A0A0C4DFZ9	PAN3_HUMAN	PAN3							
Q58FF6	Q58FF6	H90B4_HUMAN	HSP90AB4P		2.21936e+06		2.56669e+06	1.31453e+06	2.06872e+06	1.92586e+06
Q58FF8	Q58FF8	H90B2_HUMAN	HSP90AB2P				555520			
Q58WW2	Q58WW2	DCAF6_HUMAN	DCAF6		445439		628453		520930	303787
Q59385	Q59385	COPA_ECOLI	copA							
Q59H18	Q59H18;V9GXZ4	TNI3K_HUMAN	TNNI3K							
Q5BJF2	Q5BJF2;J3KT68	SGMR2_HUMAN	TMEM97		463069			380040	522091	
Q5BJF6	Q5BJF6;A0A8J8YVX4;A0A8J8Z1C3	ODFP2_HUMAN	ODF2		80246.7	190672	178213		213313	182502
Q5BJH7	Q5BJH7;K7ERQ0;K7ERY2	YIF1B_HUMAN	YIF1B						1.09753e+06	621679
Q5BKX5	Q5BKX5	ACTMP_HUMAN	ACTMAP			396618	401500		360025	188209
Q5BKZ1	Q5BKZ1;A0A0A0MRN4	ZN326_HUMAN	ZNF326		5.89569e+06	5.90472e+06	6.68809e+06	6.93188e+06	6.58794e+06	5.92062e+06
Q5C9Z4	Q5C9Z4	NOM1_HUMAN	NOM1		649317	833076	872338	473685	880181	841722
Q5D1E8	Q5D1E8;A0A1W2PQC8;R4GN17	ZC12A_HUMAN	ZC3H12A							
Q5EBL4	Q5EBL4;A0A1B0GVV3	RIPL1_HUMAN	RILPL1		323928	404398	417959	396421	465961	246115
Q5EBL4;Q969X0	Q5EBL4;Q969X0;A0A1B0GVV3	RIPL1_HUMAN;RIPL2_HUMAN	RILPL1;RILPL2		743883	1.02447e+06	719742		926984	1.08895e+06
Q5EBL8	Q5EBL8	PDZ11_HUMAN	PDZD11		156960	97159.4	109250	80007.3	103072	
Q5EBM0	Q5EBM0	CMPK2_HUMAN	CMPK2			473684		245365	177525	597299
Q5F1R6	Q5F1R6;A0A2R8Y4N5;A0A2R8Y4Q0;A0A2R8Y534;A0A8V8TNV5	DJC21_HUMAN	DNAJC21		1.68704e+06	1.54174e+06	1.65819e+06	1.26024e+06	1.64103e+06	1.43666e+06
Q5FBB7	Q5FBB7	SGO1_HUMAN	SGO1							
Q5GLZ8	Q5GLZ8	HERC4_HUMAN	HERC4		2.00063e+06	1.73825e+06	1.25488e+06	1.73963e+06	1.89986e+06	1.71528e+06
Q5H9F3	Q5H9F3	BCORL_HUMAN	BCORL1		735398	1.15485e+06	1.11222e+06		1.4163e+06	1.3925e+06
Q5H9R7	Q5H9R7;E9PKF6;E9PQP7;H0YEN2;H7BXH2;H0YEV0	PP6R3_HUMAN	PPP6R3		4.38178e+06	4.22355e+06	4.50318e+06	4.40705e+06	4.55357e+06	4.26206e+06
Q5HYI8	Q5HYI8	RABL3_HUMAN	RABL3		1.72692e+06	1.38183e+06	1.88273e+06	1.75877e+06	2.00845e+06	1.35062e+06
Q5HYJ3	Q5HYJ3;F5GX09	FA76B_HUMAN	FAM76B		432450	408147	682896	152238	540047	533843
Q5HYK3	Q5HYK3;B4DP72	COQ5_HUMAN	COQ5		138820	367773	427915		381558	375718
Q5J8M3	Q5J8M3;H0YNK8;H0YK61;H0YMH5;H0YNK0;S4R329	EMC4_HUMAN	EMC4		979456	1.08285e+06	965323	243316	1.03107e+06	815473
Q5JPH6	Q5JPH6;H3BTB7	SYEM_HUMAN	EARS2		844751	677106	885970	815080	890007	783518
Q5JPI9	Q5JPI9;A0A494BZY7;H3BQF6	EFMT2_HUMAN	EEF1AKMT2			844055		552146	784802	940927
Q5JQC4	Q5JQC4;P0C2W7;A0A087WWU0	CT47A_HUMAN	CT47A1		389097	436261	465534	473836	270587	297978
Q5JRA6	Q5JRA6;A0A0A0MRH6	TGO1_HUMAN	MIA3			263430	217564		308333	425406
Q5JRK9;Q7Z2X7	Q5JRK9;Q7Z2X7;Q5JRL0;X6R922	GGEE3_HUMAN;PAGE2_HUMAN	PAGE2;PAGE2B		580218	1.0077e+06	1.14247e+06		843930	969194
Q5JRX3	Q5JRX3;A0A0A0MRX9;A0A7I2V397;A0A7I2V3B6;A0A7I2V3X0;A0A7I2V5C6;A0A7I2V5H2;A0A7I2V5R2;A0A7I2YQT2;A0A7I2YQX5;H0Y4F7	PREP_HUMAN	PITRM1		1.66376e+06	1.60637e+06	1.65348e+06	1.50348e+06	1.77973e+06	1.76e+06
Q5JS54	Q5JS54;D6RB92	PSMG4_HUMAN	PSMG4		802554	902850	982708	824835	1.15885e+06	
Q5JSH3	Q5JSH3;H7BY83	WDR44_HUMAN	WDR44		2.3289e+06	2.456e+06	2.5975e+06	2.02473e+06	2.76978e+06	2.42667e+06
